"","ID","Time1","Time2","observe","Attm","success","Group","testVal"
"417","ORG-YPX",1509,1528,1,0,0,"CO",0
"418","ORG-YPX",1528,1558,1,0,0,"CO",0
"419","ORG-YPX",1558,1568,1,0,0,"CO",0
"420","ORG-YPX",1568,1580,1,0,0,"CO",0
"421","ORG-YPX",1580,1815,1,0,0,"CO",0
"422","ORG-YPX",1815,1853,1,0,0,"CO",0
"423","ORG-YPX",1853,2023,1,0,0,"CO",0
"424","ORG-YPX",2023,2062,1,0,0,"CO",0
"425","ORG-YPX",2062,2386,1,0,0,"CO",0
"426","ORG-YPX",2386,2392,1,0,0,"CO",0
"427","ORG-YPX",2392,2407,1,0,0,"CO",0
"428","ORG-YPX",2407,2599,1,0,0,"CO",0
"429","ORG-YPX",2599,2608,1,0,0,"CO",0
"430","ORG-YPX",2608,2617,1,0,0,"CO",0
"431","ORG-YPX",2617,2665,1,0,0,"CO",0
"432","ORG-YPX",2665,2695,1,0,0,"CO",0
"433","ORG-YPX",2695,2826,1,0,0,"CO",0
"434","ORG-YPX",2826,2888,1,0,0,"CO",0
"435","ORG-YPX",2888,2929,1,0,0,"CO",0
"436","ORG-YPX",2929,2943,1,0,0,"CO",0
"437","ORG-YPX",2943,3102,1,0,0,"CO",0
"438","ORG-YPX",3102,3113,1,0,0,"CO",0
"439","ORG-YPX",3113,3138,1,0,0,"CO",0
"440","ORG-YPX",3138,3153,1,0,0,"CO",0
"441","ORG-YPX",3153,3178,1,0,0,"CO",0
"442","ORG-YPX",3178,3204,1,0,0,"CO",0
"443","ORG-YPX",3204,3315,1,0,0,"CO",0
"444","ORG-YPX",3315,3334,1,0,0,"CO",0
"445","ORG-YPX",3334,3593,1,0,0,"CO",0
"446","ORG-YPX",3593,3857,1,0,0,"CO",0
"447","ORG-YPX",3857,3864,1,0,0,"CO",0
"448","ORG-YPX",3864,3885,1,0,0,"CO",0
"449","ORG-YPX",3885,3918,1,0,0,"CO",0
"450","ORG-YPX",3918,3937,1,0,0,"CO",0
"451","ORG-YPX",3937,3977,1,0,0,"CO",0
